0.912438,-0.0331594,0.205928,-3.14002,0.896762,0.000923929,---,-0.202245,-0.818485,1.2438,-1.10927,-1.72755,-1.69862
0.87501,0.0817827,0.205883,3.14144,0.896984,0.628054,---,-0.0244883,-0.900302,1.40626,-1.2938,-2.06532,-2.01573
0.777298,0.152786,0.205991,3.14159,0.897857,1.2563,---,0.108773,-1.0751,1.76895,-1.78888,-2.3646,-2.51572
0.656498,0.152832,0.206005,3.14044,0.897713,1.88353,---,0.141254,-1.20164,2.19268,-2.77449,-2.45,-3.41403
0.558763,0.0817537,0.205898,-3.14133,0.896582,2.51288,---,-0.0514029,-1.23152,2.50156,-3.64987,-2.01153,-4.32613
0.521496,-0.0331069,0.206064,3.1409,0.89823,3.1401,---,-0.524998,-1.29477,2.65687,-3.75985,-1.16836,-5.05773
0.558739,-0.147958,0.206024,3.14048,0.898411,-2.5141,---,-0.783943,-1.40108,2.49829,-2.86298,-0.687864,-6.0319
0.656516,-0.218955,0.2059,3.13955,0.896723,-1.88644,---,-0.739308,-0.882797,1.68237,-5.03438,0.779395,-3.76895
0.777288,-0.218905,0.205952,-3.14046,0.89838,-1.2558,---,-0.585406,-0.655438,1.29033,-4.57056,1.06214,-4.25338
0.875103,-0.14788,0.205971,3.14126,0.898005,-0.628909,---,-0.395972,-0.479401,0.945527,-4.2938,1.38961,-4.56566
