0.258473,0.680211,0.179326,3.11249,1.05036,-0.0283926,---,0.828573,-1.12079,1.86491,-1.44421,-0.881024,-1.0619
0.215193,0.816063,0.178274,3.1282,1.05449,0.609306,---,1.04098,-0.892284,1.45261,-1.1157,-1.21147,-1.34837
0.100634,0.900292,0.178442,3.13541,1.06152,1.24956,---,1.26489,-0.757877,1.20256,-0.95397,-1.56368,-1.5634
-0.0401436,0.902591,0.17955,-3.13867,1.05944,1.88059,---,-1.32368,-2.37578,-1.215,-2.1803,1.51906,-1.60143
-0.156693,0.819812,0.18131,-3.13289,1.05161,2.51092,---,-1.10054,-2.59968,-1.18402,1.20973,-1.17531,1.32482
-0.200215,0.685196,0.183453,-3.13004,1.04695,3.13875,---,-0.892999,-1.98695,-1.91503,-1.64677,0.842473,-2.11871
-0.157237,0.548336,0.184253,-3.13102,1.04065,-2.51286,---,1.74953,-1.14235,2.42725,2.80132,-2.46771,2.38851
-0.0436218,0.465671,0.184374,2.10135,0.000331565,2.81665,---,-0.813786,-1.66341,-2.40139,-3.11428,-0.705026,0.760296
0.0991415,0.464727,0.182919,3.13079,1.03483,-1.27201,---,-1.46428,-1.5919,-2.40516,-2.83128,-1.74654,-1.67007
0.213713,0.545508,0.181323,3.12312,1.04554,-0.653216,---,0.662441,-1.38424,2.36648,-2.1128,-0.587353,-0.504294
