0.959435,-0.0330453,0.238124,-3.14148,-0.897458,3.14132,---,-0.195853,-0.76322,1.07601,-0.988019,-1.7297,1.46242
0.914612,0.104756,0.23808,3.14146,0.897635,0.628081,---,-0.00390655,-0.859137,1.26422,-1.17031,-2.05733,4.29872
0.79736,0.190018,0.238013,-3.14151,0.897553,1.25666,---,0.144619,-1.06835,1.67251,-1.64858,-2.35497,3.82601
0.652374,0.190089,0.238036,-3.14143,0.897495,1.88513,---,0.193334,-1.2593,2.15353,-2.60006,-2.4706,2.95616
0.535097,0.104841,0.238106,3.14134,0.897649,2.51308,---,-0.00344211,-1.34922,2.51974,-3.52979,-2.05906,1.98891
0.490285,-0.0330115,0.238107,3.14153,0.897671,3.14151,---,-0.568481,-1.47875,2.70406,-3.6062,-1.15089,1.18602
0.535099,-0.170866,0.238126,-3.14158,0.897682,-2.51329,---,-0.852848,-1.5408,2.49348,-2.64453,-0.691476,0.150907
0.652339,-0.256003,0.238057,3.14143,0.897733,-1.88511,---,-0.78459,-1.31362,2.02578,-1.77986,-0.80858,-0.667798
0.797351,-0.256036,0.238016,3.14157,0.897687,-1.25657,---,-0.609659,-1.03928,1.56028,-1.31365,-1.08708,-1.11453
0.914604,-0.170832,0.23806,3.14155,0.897695,-0.628377,---,-0.40395,-0.835415,1.20151,-1.05169,-1.40241,-1.41423
