-0.810492,0.088184,0.302492,-3.14154,0.523637,0.785428,---,2.72705,-0.971056,1.38614,0.947435,1.08936,-2.7173
-0.842942,0.109859,0.302462,3.14151,-0.523589,-1.96345,---,2.71288,-0.848477,1.22777,1.21012,1.05089,-0.0390762
-0.881198,0.117462,0.302511,3.14152,-0.523601,-1.57074,---,2.73105,-0.720648,1.04259,1.47318,1.09797,-0.463135
-0.919447,0.109851,0.302456,-3.14152,-0.52364,-1.17814,---,2.77268,-0.597255,0.842466,1.70288,1.20422,-0.830996
-0.951897,0.0881643,0.302416,-3.14148,-0.523664,-0.785472,---,2.82921,-0.483655,0.64122,1.88648,1.34501,-1.15142
-0.973579,0.0557449,0.302499,3.14158,-0.523581,-0.392739,---,2.89357,-0.391558,0.467552,2.01267,1.50299,-1.44348
-0.973583,-0.0207927,0.30242,-3.14157,0.523613,-2.74892,---,3.01853,-0.903999,1.21876,-1.4181,-1.82189,-2.02303
-0.951931,-0.0532262,0.302471,3.14151,0.523569,-2.3563,---,3.07039,-0.959993,1.33383,-1.58034,-1.96014,-2.35123
-0.919469,-0.0749531,0.302481,3.14156,0.523551,-1.96353,---,3.10617,-1.03482,1.49158,-1.82521,-2.06022,-2.72998
-0.842929,-0.0749085,0.302439,3.14156,-0.5236,1.96345,---,3.10025,-1.17702,1.82075,-2.44985,-2.04399,-0.487272
-0.810478,-0.0532407,0.30245,3.14158,-0.523593,2.35617,---,3.04677,-1.23024,1.94639,-2.70349,-1.89757,-0.945979
-0.788783,-0.0208267,0.302457,3.14159,-0.523582,2.74891,---,2.96207,-1.27031,2.029,-2.84182,-1.67951,-1.38223
-0.739738,0.0174616,0.270612,-3.14157,-0.785277,3.14157,---,2.83195,-1.22171,1.76931,0.260781,1.35713,1.34965
-0.750539,0.0715562,0.27065,-3.14157,-0.785355,-2.7489,---,2.70226,-1.14915,1.69478,0.430527,1.02409,0.912798
-0.781197,0.117439,0.270641,-3.14156,-0.785379,-2.3562,---,2.63314,-0.995639,1.5219,0.774753,0.826024,0.385284
-0.827096,0.148123,0.270681,3.14158,-0.785393,-1.96352,---,2.62389,-0.816636,1.30111,1.20695,0.796221,-0.172082
-0.881201,0.158894,0.270638,3.14155,-0.785431,-1.57079,---,2.65827,-0.649387,1.05595,1.59611,0.897328,-0.63484
-0.935317,0.148072,0.270627,3.14156,0.785469,1.96352,---,2.72046,-0.488451,0.778267,1.90705,1.06726,2.16292
-1.01186,-0.0366694,0.270723,3.14152,0.785343,-2.74891,---,0.222666,-2.41119,-0.956459,-2.12476,1.45154,-1.6843
-0.98119,-0.0825018,0.270678,3.14159,0.785398,-2.35624,---,0.307267,-2.32334,-1.12215,-1.99649,1.24011,-1.91419
-0.935321,-0.113154,0.270668,-3.14156,0.785374,-1.96356,---,0.383125,-2.20234,-1.35141,-1.7749,1.04203,-2.1865
-0.881207,-0.123972,0.270657,3.14158,0.785409,-1.57081,---,0.441854,-2.07104,-1.60991,-1.44268,0.876763,-2.54209
-0.827098,-0.113225,0.270697,3.14145,0.785399,-1.17822,---,0.471528,-1.96079,-1.86283,-0.975162,0.786054,-3.02035
-0.781216,-0.082543,0.270686,3.14149,0.785467,-0.785458,---,3.11356,-1.06538,1.55805,0.448775,2.08164,-0.98146
-0.750545,-0.03664,0.270677,3.14156,-0.785438,2.74892,---,2.98677,-1.18948,1.72116,0.26714,1.74178,1.74122
-0.708008,0.0174785,0.229299,3.14157,-1.04724,-3.14159,---,2.80164,-1.2842,1.97043,-0.138064,1.28159,1.39672
-0.721152,0.0837384,0.229257,-3.14159,-1.04715,-2.74888,---,2.63352,-1.19017,1.86651,0.0703704,0.828298,1.01003
-0.758728,0.139944,0.229243,3.14158,-1.0472,-2.35619,---,2.55581,-0.976522,1.62551,0.586766,0.560256,0.388822
-0.814913,0.177443,0.229189,-3.14154,-1.0472,-1.96348,---,2.55585,-0.745054,1.36069,1.27034,0.557574,-0.366719
-0.881194,0.190669,0.229292,3.1415,-1.04715,-1.5707,---,2.6053,-0.566826,1.09029,1.76718,0.733595,-0.866187
-0.947517,0.177513,0.229331,3.14143,-1.0471,-1.17797,---,-0.1254,-2.32274,-1.2638,-1.82835,2.42277,2.30049
-1.00368,0.1399,0.22927,3.14159,-1.04718,-0.785418,---,-0.0556315,-2.479,-0.943319,-2.19808,2.18761,1.99929
-1.04121,0.0837587,0.229303,3.14154,-1.04716,-0.392681,---,2.87648,-0.526657,0.670481,-0.670409,-1.46231,1.63921
-1.0544,0.0174749,0.229238,-3.14154,-1.04718,-6.24549e-05,---,2.97811,-0.483758,0.58705,-0.631114,-1.71448,1.4932
-1.04121,-0.0487857,0.229234,3.14156,-1.04724,0.392671,---,3.07445,-0.545571,0.711749,-0.735462,-1.96731,1.3333
-1.00366,-0.105004,0.229182,3.14152,-1.04727,0.785425,---,3.15963,-0.675976,0.972462,-0.967924,-2.21743,1.1275
-0.94748,-0.142567,0.229146,3.14137,-1.04723,1.17829,---,3.22573,-0.833814,1.2977,-1.35666,-2.4501,0.809196
-0.881192,-0.15577,0.229237,-3.14156,-1.0472,1.5708,---,3.26143,-0.969674,1.6447,-2.03358,-2.60763,0.245068
-0.814918,-0.142569,0.229256,3.14154,1.04721,-1.17812,---,3.2504,-1.00863,1.90752,-2.91627,-2.55553,2.61883
