0.259771,0.699977,0.25,3.14112,1.04805,-0.00164545,---,-5.43933,-0.78545,1.51242,1.69976,0.8658,2.08353
0.210267,0.852624,0.250002,-3.13979,1.04647,0.62925,---,-5.21809,-0.537909,1.03129,2.07985,1.19489,1.80002
0.0803214,0.94699,0.250011,-3.14117,1.04708,1.2564,---,-4.98683,-0.346329,0.644039,2.31984,1.53584,1.59076
-0.0803015,0.947037,0.250076,-3.14133,-1.04791,-1.25817,---,-1.29655,-2.40789,-1.02187,3.95296,-4.74595,-4.73153
-0.210273,0.852733,0.250021,-3.14152,1.04661,2.51225,---,-1.06537,-2.23989,-1.32616,4.13375,-5.08673,-1.79997
-0.259871,0.699916,0.25,-3.14062,1.04814,-3.14113,---,-0.843866,-1.9681,-1.78995,4.47182,-5.41608,-2.08221
-0.210232,0.547346,0.249949,-3.14147,1.04802,-2.51365,---,-0.669122,-1.63552,-2.32269,5.0901,-5.69897,-2.62913
-0.0802604,0.452906,0.250073,-3.14017,1.04639,-1.88414,---,-4.88146,-1.3652,2.72582,2.30999,-1.69694,-4.63972
0.0802842,0.453008,0.249988,-3.14119,1.04805,-1.25637,---,-5.58151,-1.56749,2.77609,2.9231,-0.639928,-5.59773
0.210231,0.547302,0.250005,-3.1408,1.04801,-0.628269,---,0.668942,-1.50631,2.32328,4.3326,-0.583703,5.7722
